ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
1049,1,1,61,2911,2850
1050,1,1,323,1418,1095
1051,1,1,1325,1208,-117
1052,1,1,460,1369,909
1053,0,0,36,0,-36
1054,0,0,13,0,-13
1055,1,0,15,0,-15
1056,0,0,69,0,-69
1057,0,0,42,0,-42
1058,0,0,59,0,-59
1059,1,1,87,1472,1385
1060,1,1,266,1319,1053
1061,1,0,106,0,-106
1062,1,1,556,1504,948
1063,0,0,73,0,-73
1064,0,0,32,0,-32
1065,0,0,21,0,-21
1066,1,0,18,0,-18
1067,0,0,38,0,-38
1068,1,0,40,0,-40
1069,1,0,95,0,-95
1070,1,1,301,1336,1035
1071,1,0,58,0,-58
1072,1,1,139,1354,1215
1073,0,0,46,0,-46
1074,0,0,101,0,-101
1075,0,0,96,0,-96
1076,1,0,72,0,-72
1077,1,1,217,1572,1355
1078,0,0,56,0,-56
1079,0,0,76,0,-76
1080,0,0,39,0,-39
1081,0,0,235,0,-235
1082,1,1,2235,1247,-988
1083,0,0,38,0,-38
1084,1,1,885,1670,785
1085,1,1,1116,1243,127
1086,0,0,21,0,-21
1087,0,0,10,0,-10
1088,0,0,83,0,-83
1089,1,0,139,0,-139
1090,1,0,124,0,-124
1091,0,0,22,0,-22
1092,0,0,15,0,-15
1093,1,1,148,1356,1208
1094,0,0,5,0,-5
1095,0,0,3,0,-3
1096,1,0,88,0,-88
1097,1,1,106,1250,1144
1098,0,0,8,0,-8
1099,0,0,18,0,-18
1100,1,1,749,1751,1002
1101,1,1,112,1385,1273
1102,0,0,7,0,-7
1103,0,0,56,0,-56
1104,1,0,2,0,-2
1105,0,0,1,0,-1
1106,0,0,19,0,-19
1107,0,0,41,0,-41
1108,0,0,34,0,-34
1109,1,1,357,1294,937
1110,1,0,87,0,-87
1111,1,0,72,0,-72
1112,1,1,438,1206,768
1113,0,0,87,0,-87
1114,0,0,1,0,-1
1115,1,0,56,0,-56
1116,1,1,124,2394,2270
1117,0,0,16,0,-16
1118,0,0,105,0,-105
1119,0,0,12,0,-12
1120,0,0,18,0,-18
1121,1,0,101,0,-101
1122,1,0,3,0,-3
1123,1,1,612,1586,974
1124,0,0,9,0,-9
1125,1,0,8,0,-8
1126,1,1,1650,2323,673
1127,1,1,204,1368,1164
1128,1,1,714,2102,1388
1129,1,1,976,1661,685
1130,1,1,501,2195,1694
1131,1,1,43,1256,1213
1132,1,0,25,0,-25
1133,1,1,1948,1351,-597
1134,1,1,749,1307,558
1135,1,1,1087,1664,577
1136,0,0,110,0,-110
1137,0,0,10,0,-10
1138,0,0,7,0,-7
1139,0,0,23,0,-23
1140,0,0,9,0,-9
1141,0,0,34,0,-34
1142,0,0,98,0,-98
1143,0,0,40,0,-40
1144,1,1,355,1290,935
1145,1,0,50,0,-50
1146,1,0,85,0,-85
1147,0,0,39,0,-39
1148,0,0,51,0,-51
1149,1,1,823,1323,500
1150,0,0,55,0,-55
1151,1,1,78,1298,1220
1152,1,1,59,1328,1269
1153,0,0,27,0,-27
1154,1,1,85,1662,1577
1155,0,0,116,0,-116
1156,0,0,119,0,-119
1157,1,0,23,0,-23
1158,1,1,734,1509,775
1159,1,0,24,0,-24
1160,0,0,5,0,-5
1161,0,0,21,0,-21
1162,1,1,251,1202,951
1163,0,0,35,0,-35
1164,1,1,590,1701,1111
1165,0,0,265,0,-265
1166,0,0,154,0,-154
1167,0,0,103,0,-103
1168,0,0,21,0,-21
1169,0,0,0,0,0
1170,1,1,94,2402,2308
1171,1,0,3,0,-3
1172,1,1,1002,1252,250
1173,1,0,28,0,-28
1174,0,0,102,0,-102
1175,1,1,860,2231,1371
1176,1,1,17,1519,1502
1177,1,1,31,1224,1193
1178,1,1,1681,1307,-374
1179,1,1,232,1525,1293
1180,1,0,331,0,-331
1181,0,0,71,0,-71
1182,1,1,1007,1252,245
1183,0,0,18,0,-18
1184,1,0,65,0,-65
1185,1,0,15,0,-15
1186,0,0,61,0,-61
1187,1,1,805,1219,414
1188,1,0,7,0,-7
1189,0,0,45,0,-45
1190,1,1,982,1216,234
1191,1,0,101,0,-101
1192,0,0,6,0,-6
1193,1,1,771,1473,702
1194,1,1,1362,1284,-78
1195,1,0,23,0,-23
1196,0,0,6,0,-6
1197,0,0,20,0,-20
1198,0,0,83,0,-83
1199,0,0,64,0,-64
1200,0,0,35,0,-35
1201,1,0,47,0,-47
1202,0,0,57,0,-57
1203,1,0,50,0,-50
1204,1,1,446,1915,1469
1205,0,0,13,0,-13
1206,1,0,55,0,-55
1207,1,1,1649,1386,-263
1208,1,1,218,1382,1164
1209,0,0,1,0,-1
1210,0,0,5,0,-5
1211,1,0,22,0,-22
1212,0,0,67,0,-67
1213,0,0,4,0,-4
1214,1,0,91,0,-91
1215,1,1,48,1286,1238
1216,0,0,4,0,-4
1217,1,0,137,0,-137
1218,0,0,57,0,-57
1219,1,1,2184,1617,-567
1220,1,1,92,2864,2772
1221,0,0,5,0,-5
1222,1,1,437,1958,1521
1223,0,0,268,0,-268
1224,0,0,34,0,-34
1225,1,0,44,0,-44
1226,0,0,89,0,-89
1227,1,0,6,0,-6
1228,0,0,76,0,-76
1229,0,0,150,0,-150
1230,1,1,961,1222,261
1231,1,1,332,1502,1170
1232,1,1,189,1931,1742
1233,0,0,16,0,-16
1234,0,0,80,0,-80
1235,1,0,32,0,-32
1236,1,0,79,0,-79
1237,1,1,237,1290,1053
1238,0,0,2,0,-2
1239,1,1,1056,1230,174
1240,1,1,50,1446,1396
1241,1,1,2320,1255,-1065
1242,1,0,4,0,-4
1243,0,0,23,0,-23
1244,1,0,4,0,-4
1245,0,0,17,0,-17
1246,1,0,47,0,-47
1247,1,0,118,0,-118
1248,1,0,64,0,-64
1249,1,1,368,1536,1168
1250,0,0,7,0,-7
1251,1,1,240,1218,978
1252,1,1,410,1465,1055
1253,1,1,1057,1207,150
1254,0,0,6,0,-6
1255,0,0,31,0,-31
1256,0,0,12,0,-12
1257,0,0,8,0,-8
1258,1,1,47,2080,2033
1259,1,1,84,1680,1596
1260,0,0,94,0,-94
1261,1,0,167,0,-167
1262,1,0,11,0,-11
1263,1,1,199,1340,1141
1264,1,0,26,0,-26
1265,0,0,25,0,-25
1266,1,0,22,0,-22
1267,1,0,4,0,-4
1268,1,0,71,0,-71
1269,0,0,89,0,-89
1270,0,0,53,0,-53
1271,1,1,1278,1239,-39
1272,0,0,107,0,-107
1273,1,1,1570,2111,541
1274,0,0,43,0,-43
1275,0,0,84,0,-84
1276,0,0,73,0,-73
1277,0,0,47,0,-47
1278,1,0,42,0,-42
1279,0,0,89,0,-89
1280,0,0,57,0,-57
1281,1,1,48,1336,1288
1282,1,1,539,1360,821
1283,1,0,68,0,-68
1284,0,0,305,0,-305
1285,0,0,15,0,-15
1286,1,0,63,0,-63
1287,0,0,57,0,-57
1288,0,0,51,0,-51
1289,0,0,8,0,-8
1290,1,0,22,0,-22
1291,1,1,118,1583,1465
1292,0,0,12,0,-12
1293,0,0,26,0,-26
1294,0,0,96,0,-96
1295,1,0,15,0,-15
1296,1,0,0,0,0
1297,0,0,53,0,-53
1298,0,0,9,0,-9
1299,1,0,7,0,-7
1300,0,0,3,0,-3
1301,0,0,3,0,-3
1302,1,1,178,1403,1225
1303,1,0,17,0,-17
1304,1,1,427,1779,1352
1305,0,0,42,0,-42
1306,0,0,126,0,-126
1307,0,0,8,0,-8
1308,1,1,929,1250,321
1309,0,0,165,0,-165
1310,0,0,38,0,-38
1311,1,0,65,0,-65
1312,1,1,37,1468,1431
1313,1,0,52,0,-52
1314,1,0,25,0,-25
1315,1,0,0,0,0
1316,1,1,215,1363,1148
1317,0,0,19,0,-19
1318,0,0,52,0,-52
1319,1,0,31,0,-31
1320,0,0,144,0,-144
1321,0,0,19,0,-19
1322,0,0,9,0,-9
1323,1,1,48,2586,2538
1324,1,1,252,1441,1189
1325,1,1,286,1236,950
1326,1,1,139,1219,1080
1327,0,0,67,0,-67
1328,0,0,39,0,-39
1329,0,0,39,0,-39
1330,1,1,219,1382,1163
1331,1,0,25,0,-25
1332,1,0,5,0,-5
1333,1,1,442,1202,760
1334,1,1,525,1331,806
1335,1,0,16,0,-16
1336,0,0,9,0,-9
1337,1,0,109,0,-109
1338,1,0,40,0,-40
1339,0,0,8,0,-8
1340,0,0,17,0,-17
1341,1,0,4,0,-4
1342,1,0,63,0,-63
1343,1,0,17,0,-17
1344,1,1,1386,1216,-170
1345,0,0,5,0,-5
1346,0,0,14,0,-14
1347,0,0,3,0,-3
1348,1,1,172,1692,1520
1349,1,0,150,0,-150
1350,1,1,1279,1291,12
1351,0,0,105,0,-105
1352,1,0,18,0,-18
1353,0,0,183,0,-183
1354,1,0,148,0,-148
1355,0,0,76,0,-76
1356,1,1,777,1288,511
1357,1,1,719,3776,3057
1358,1,0,76,0,-76
1359,0,0,18,0,-18
1360,1,1,236,1275,1039
1361,1,1,786,1446,660
1362,1,0,54,0,-54
1363,1,1,501,1662,1161
1364,1,0,50,0,-50
1365,1,0,128,0,-128
1366,1,0,69,0,-69
1367,0,0,10,0,-10
1368,1,1,1239,1269,30
1369,0,0,17,0,-17
1370,1,1,336,1754,1418
1371,0,0,57,0,-57
1372,1,1,125,1420,1295
1373,1,1,110,1420,1310
1374,0,0,43,0,-43
1375,0,0,58,0,-58
1376,1,0,32,0,-32
1377,0,0,85,0,-85
1378,0,0,16,0,-16
1379,1,1,25,1229,1204
1380,1,1,382,1762,1380
1381,1,1,411,1442,1031
1382,1,1,715,1203,488
1383,1,0,50,0,-50
1384,1,1,66,1203,1137
1385,1,0,88,0,-88
1386,1,1,732,1971,1239
1387,1,0,4,0,-4
1388,0,0,6,0,-6
1389,1,1,103,1254,1151
1390,1,1,220,1350,1130
1391,1,0,21,0,-21
1392,1,1,72,1730,1658
1393,0,0,184,0,-184
1394,0,0,39,0,-39
1395,1,1,262,1366,1104
1396,1,0,29,0,-29
1397,0,0,20,0,-20
1398,1,1,202,1561,1359
1399,1,1,1667,1558,-109
1400,0,0,18,0,-18
1401,1,0,7,0,-7
1402,0,0,50,0,-50
1403,1,1,638,1325,687
1404,1,1,917,1222,305
1405,0,0,24,0,-24
1406,1,1,202,1296,1094
1407,0,0,39,0,-39
1408,1,1,129,1455,1326
1409,1,1,1377,2149,772
1410,1,1,2317,1232,-1085
1411,0,0,90,0,-90
1412,1,0,161,0,-161
1413,1,0,0,0,0
1414,1,0,55,0,-55
1415,1,0,42,0,-42
1416,1,0,7,0,-7
1417,1,0,38,0,-38
1418,0,0,23,0,-23
1419,0,0,31,0,-31
1420,1,1,615,1235,620
1421,0,0,37,0,-37
1422,0,0,66,0,-66
1423,0,0,33,0,-33
1424,0,0,28,0,-28
1425,1,1,27,1446,1419
1426,0,0,16,0,-16
1427,1,0,30,0,-30
1428,0,0,102,0,-102
1429,0,0,229,0,-229
1430,1,0,218,0,-218
1431,0,0,12,0,-12
1432,1,1,118,1299,1181
1433,1,1,132,1696,1564
1434,1,0,21,0,-21
1435,1,0,241,0,-241
1436,1,0,28,0,-28
1437,1,0,20,0,-20
1438,1,0,134,0,-134
1439,1,1,684,1876,1192
1440,0,0,57,0,-57
1441,1,1,135,1524,1389
1442,1,1,425,1279,854
1443,0,0,18,0,-18
1444,1,0,67,0,-67
1445,1,1,940,3543,2603
1446,1,1,564,1258,694
1447,1,0,10,0,-10
1448,1,0,38,0,-38
1449,1,1,796,1501,705
1450,1,1,1854,1546,-308
1451,0,0,30,0,-30
1452,1,0,47,0,-47
1453,1,0,50,0,-50
1454,1,0,42,0,-42
1455,1,0,30,0,-30
1456,1,1,131,1383,1252
1457,1,0,2,0,-2
1458,0,0,147,0,-147
1459,1,0,17,0,-17
1460,0,0,87,0,-87
1461,0,0,180,0,-180
1462,1,0,77,0,-77
1463,1,1,256,1378,1122
1464,1,1,154,1306,1152
1465,0,0,52,0,-52
1466,1,0,135,0,-135
1467,0,0,25,0,-25
1468,1,1,328,1203,875
1469,1,0,45,0,-45
1470,0,0,173,0,-173
1471,1,0,63,0,-63
1472,1,1,83,2319,2236
1473,0,0,101,0,-101
1474,0,0,78,0,-78
1475,1,0,20,0,-20
1476,1,0,10,0,-10
1477,0,0,67,0,-67
1478,0,0,34,0,-34
1479,1,1,131,1450,1319
1480,1,0,8,0,-8
1481,1,0,0,0,0
1482,1,1,606,1319,713
1483,1,1,768,1271,503
1484,0,0,26,0,-26
1485,1,1,883,1813,930
1486,1,0,24,0,-24
1487,0,0,3,0,-3
1488,1,1,20,1257,1237
1489,0,0,21,0,-21
1490,0,0,6,0,-6
1491,1,0,19,0,-19
1492,1,1,174,2045,1871
1493,0,0,10,0,-10
1494,1,1,585,1299,714
1495,1,0,40,0,-40
1496,0,0,61,0,-61
1497,1,0,41,0,-41
1498,1,1,400,2205,1805
1499,1,0,155,0,-155
1500,1,0,31,0,-31
1501,1,0,164,0,-164
1502,0,0,39,0,-39
1503,0,0,23,0,-23
1504,1,1,89,1232,1143
1505,0,0,17,0,-17
1506,1,0,81,0,-81
1507,0,0,0,0,0
1508,1,0,13,0,-13
1509,1,1,1118,1440,322
1510,0,0,25,0,-25
1511,1,0,58,0,-58
1512,1,1,1622,1336,-286
1513,1,1,362,1257,895
1514,1,1,552,5530,4978
1515,1,1,75,1299,1224
1516,1,1,2335,1415,-920
1517,1,0,48,0,-48
1518,0,0,37,0,-37
1519,0,0,15,0,-15
1520,0,0,304,0,-304
1521,1,0,5,0,-5
1522,1,1,986,1885,899
1523,1,1,425,1924,1499
1524,0,0,89,0,-89
1525,0,0,142,0,-142
1526,0,0,37,0,-37
1527,0,0,67,0,-67
1528,0,0,161,0,-161
1529,1,1,286,1393,1107
1530,1,0,45,0,-45
1531,1,0,64,0,-64
1532,0,0,53,0,-53
1533,1,1,514,1415,901
1534,0,0,10,0,-10
1535,0,0,72,0,-72
1536,1,1,99,1951,1852
1537,1,0,53,0,-53
1538,1,1,881,1250,369
1539,1,1,392,1329,937
1540,0,0,41,0,-41
1541,0,0,31,0,-31
1542,1,0,24,0,-24
1543,0,0,59,0,-59
1544,1,1,270,1725,1455
1545,0,0,1,0,-1
1546,1,1,436,1246,810
1547,0,0,0,0,0
1548,0,0,10,0,-10
1549,1,0,223,0,-223
1550,1,1,759,1238,479
1551,0,0,54,0,-54
1552,1,0,0,0,0
1553,1,1,365,1665,1300
1554,0,0,26,0,-26
1555,0,0,83,0,-83
1556,1,1,638,1208,570
1557,0,0,101,0,-101
1558,0,0,0,0,0
1559,0,0,21,0,-21
1560,1,0,58,0,-58
1561,1,1,439,1364,925
1562,0,0,24,0,-24
1563,1,0,60,0,-60
1564,1,1,673,2479,1806
1565,0,0,76,0,-76
1566,1,1,687,2102,1415
1567,0,0,11,0,-11
1568,1,1,211,1321,1110
1569,0,0,97,0,-97
1570,1,0,2,0,-2
1571,1,1,601,1779,1178
1572,1,0,196,0,-196
1573,1,1,164,1431,1267
1574,1,0,80,0,-80
1575,0,0,113,0,-113
1576,1,1,562,1220,658
1577,0,0,20,0,-20
1578,1,1,249,2242,1993
1579,1,1,822,1364,542
1580,1,1,271,1253,982
1581,0,0,4,0,-4
1582,1,0,239,0,-239
1583,0,0,25,0,-25
1584,1,0,46,0,-46
1585,0,0,10,0,-10
1586,1,1,156,1259,1103
1587,0,0,38,0,-38
1588,1,0,3,0,-3
1589,1,1,22,1311,1289
1590,1,0,21,0,-21
1591,0,0,2,0,-2
1592,0,0,18,0,-18
1593,1,1,1047,1978,931
1594,1,0,33,0,-33
1595,1,1,386,1860,1474
1596,1,0,67,0,-67
1597,0,0,12,0,-12
1598,0,0,34,0,-34
1599,0,0,29,0,-29
1600,1,0,58,0,-58
1601,1,0,58,0,-58
1602,1,0,12,0,-12
1603,0,0,83,0,-83
1604,0,0,41,0,-41
1605,1,1,854,1555,701
1606,1,1,54,2892,2838
1607,1,0,62,0,-62
1608,0,0,0,0,0
1609,1,1,394,1209,815
1610,1,1,609,1956,1347
1611,0,0,130,0,-130
1612,1,0,12,0,-12
1613,1,1,408,1200,792
1614,1,0,149,0,-149
1615,0,0,17,0,-17
1616,0,0,66,0,-66
1617,0,0,5,0,-5
1618,0,0,50,0,-50
1619,0,0,49,0,-49
1620,0,0,43,0,-43
1621,1,1,1015,2062,1047
1622,1,1,660,1326,666
1623,1,0,8,0,-8
1624,0,0,0,0,0
1625,0,0,33,0,-33
1626,1,1,945,1278,333
1627,1,1,335,1207,872
1628,1,1,612,1514,902
1629,0,0,120,0,-120
1630,0,0,5,0,-5
1631,1,1,546,1569,1023
1632,1,0,18,0,-18
1633,1,0,50,0,-50
1634,1,0,70,0,-70
1635,0,0,42,0,-42
1636,0,0,137,0,-137
1637,1,1,181,1233,1052
1638,0,0,80,0,-80
1639,1,1,428,3031,2603
1640,1,1,154,1319,1165
1641,0,0,10,0,-10
1642,1,0,162,0,-162
1643,1,0,110,0,-110
1644,1,1,274,1541,1267
1645,0,0,7,0,-7
1646,1,1,466,1999,1533
1647,0,0,51,0,-51
1648,0,0,124,0,-124
1649,0,0,11,0,-11
1650,0,0,33,0,-33
1651,0,0,19,0,-19
1652,1,0,1,0,-1
1653,0,0,67,0,-67
1654,1,0,38,0,-38
1655,1,1,530,1224,694
1656,0,0,18,0,-18
1657,1,0,22,0,-22
1658,1,0,6,0,-6
1659,1,1,359,1807,1448
1660,1,1,244,1527,1283
1661,1,0,10,0,-10
1662,0,0,8,0,-8
1663,0,0,24,0,-24
1664,1,0,102,0,-102
1665,1,0,7,0,-7
1666,0,0,29,0,-29
1667,1,1,689,2703,2014
1668,0,0,2,0,-2
1669,0,0,2,0,-2
1670,0,0,16,0,-16
1671,0,0,0,0,0
1672,0,0,25,0,-25
1673,1,1,899,1418,519
1674,1,0,66,0,-66
1675,1,0,48,0,-48
1676,1,0,3,0,-3
1677,0,0,22,0,-22
1678,1,0,56,0,-56
1679,1,0,118,0,-118
1680,0,0,30,0,-30
1681,1,1,126,1589,1463
1682,0,0,11,0,-11
1683,1,1,621,1512,891
1684,0,0,40,0,-40
1685,0,0,43,0,-43
1686,1,0,29,0,-29
1687,1,1,142,1369,1227
1688,0,0,34,0,-34
1689,1,1,522,1209,687
1690,1,0,35,0,-35
1691,0,0,67,0,-67
1692,1,1,321,1299,978
1693,0,0,6,0,-6
1694,0,0,14,0,-14
1695,0,0,3,0,-3
1696,0,0,22,0,-22
1697,0,0,15,0,-15
1698,1,0,18,0,-18
1699,1,0,56,0,-56
1700,0,0,34,0,-34
1701,1,1,426,1702,1276
1702,1,1,1809,2411,602
1703,1,0,65,0,-65
1704,1,0,3,0,-3
1705,1,1,1213,1793,580
1706,1,0,40,0,-40
1707,1,0,100,0,-100
1708,0,0,61,0,-61
1709,0,0,6,0,-6
1710,1,1,475,1206,731
1711,0,0,21,0,-21
1712,0,0,77,0,-77
1713,1,1,43,2225,2182
1714,0,0,92,0,-92
1715,0,0,10,0,-10
1716,0,0,26,0,-26
1717,0,0,48,0,-48
1718,1,0,30,0,-30
1719,1,1,123,1325,1202
1720,0,0,20,0,-20
1721,1,0,109,0,-109
1722,0,0,36,0,-36
1723,0,0,31,0,-31
1724,1,1,592,3301,2709
1725,0,0,89,0,-89
1726,1,0,90,0,-90
1727,1,1,690,1855,1165
1728,1,1,63,1908,1845
1729,1,1,357,1694,1337
1730,0,0,14,0,-14
1731,0,0,41,0,-41
1732,1,1,368,1400,1032
1733,0,0,37,0,-37
1734,1,1,774,1323,549
1735,1,1,2380,1861,-519
1736,1,0,45,0,-45
1737,1,1,213,1339,1126
1738,0,0,44,0,-44
1739,1,1,1350,1286,-64
1740,0,0,41,0,-41
1741,1,1,1688,1521,-167
1742,1,0,32,0,-32
1743,1,1,369,2069,1700
1744,1,0,34,0,-34
1745,0,0,113,0,-113
1746,0,0,92,0,-92
1747,1,0,111,0,-111
1748,1,0,34,0,-34
1749,1,1,1735,1240,-495
1750,0,0,116,0,-116
1751,0,0,29,0,-29
1752,0,0,21,0,-21
1753,0,0,32,0,-32
1754,0,0,23,0,-23
1755,0,0,73,0,-73
1756,1,0,41,0,-41
1757,0,0,62,0,-62
1758,1,1,177,1453,1276
1759,0,0,125,0,-125
1760,1,1,502,1281,779
1761,1,1,76,1270,1194
1762,1,1,155,1290,1135
1763,1,1,623,1528,905
1764,1,1,819,1464,645
1765,0,0,110,0,-110
1766,1,1,468,2137,1669
1767,1,0,5,0,-5
1768,0,0,40,0,-40
1769,1,0,12,0,-12
1770,1,0,185,0,-185
1771,1,1,60,1278,1218
1772,1,1,312,2864,2552
1773,1,0,24,0,-24
1774,1,0,64,0,-64
1775,1,0,14,0,-14
1776,0,0,10,0,-10
1777,1,1,130,1801,1671
1778,0,0,144,0,-144
1779,0,0,14,0,-14
1780,0,0,102,0,-102
1781,1,0,89,0,-89
1782,0,0,47,0,-47
1783,1,1,332,1613,1281
1784,1,0,18,0,-18
1785,1,1,672,1332,660
1786,0,0,5,0,-5
1787,0,0,11,0,-11
1788,1,1,185,1239,1054
1789,1,1,2557,1287,-1270
1790,0,0,92,0,-92
1791,1,1,712,1385,673
1792,1,1,593,3024,2431
1793,0,0,15,0,-15
1794,0,0,17,0,-17
1795,0,0,36,0,-36
1796,1,1,527,2285,1758
1797,1,1,286,1341,1055
1798,0,0,194,0,-194
1799,1,0,97,0,-97
1800,0,0,60,0,-60
1801,1,1,143,1501,1358
1802,1,0,4,0,-4
1803,0,0,13,0,-13
1804,0,0,118,0,-118
1805,0,0,1,0,-1
1806,0,0,204,0,-204
1807,1,1,222,1239,1017
1808,1,1,115,1597,1482
1809,1,0,77,0,-77
1810,0,0,3,0,-3
1811,1,1,172,1216,1044
1812,0,0,0,0,0
1813,1,0,52,0,-52
1814,1,0,33,0,-33
1815,1,1,101,1682,1581
1816,1,1,294,1712,1418
1817,1,1,54,1246,1192
1818,0,0,8,0,-8
1819,0,0,12,0,-12
1820,0,0,55,0,-55
1821,1,1,616,1307,691
1822,0,0,29,0,-29
1823,0,0,49,0,-49
1824,0,0,66,0,-66
1825,1,0,3,0,-3
1826,1,0,35,0,-35
1827,1,1,772,1675,903
1828,1,1,226,1410,1184
1829,1,0,1,0,-1
1830,1,0,95,0,-95
1831,1,0,1,0,-1
1832,1,0,5,0,-5
1833,1,1,863,1507,644
1834,1,0,9,0,-9
1835,1,1,855,1310,455
1836,1,0,54,0,-54
1837,1,0,2,0,-2
1838,0,0,3,0,-3
1839,1,1,961,1387,426
1840,1,1,214,2215,2001
1841,1,1,278,1201,923
1842,1,1,234,2935,2701
1843,1,1,298,1417,1119
1844,1,1,2216,1229,-987
1845,0,0,0,0,0
1846,1,1,224,1475,1251
1847,0,0,82,0,-82
1848,1,0,9,0,-9
1849,0,0,26,0,-26
1850,1,0,35,0,-35
1851,0,0,112,0,-112
1852,1,1,424,1298,874
1853,0,0,30,0,-30
1854,0,0,36,0,-36
1855,0,0,20,0,-20
1856,1,1,565,1246,681
1857,0,0,62,0,-62
1858,0,0,0,0,0
1859,1,1,892,1923,1031
1860,0,0,21,0,-21
1861,1,1,1361,2479,1118
1862,0,0,22,0,-22
1863,0,0,37,0,-37
1864,1,0,233,0,-233
1865,0,0,55,0,-55
1866,0,0,99,0,-99
1867,1,1,467,1737,1270
1868,0,0,18,0,-18
1869,1,0,40,0,-40
1870,0,0,24,0,-24
1871,0,0,16,0,-16
1872,1,0,3,0,-3
1873,0,0,18,0,-18
1874,1,1,797,1231,434
1875,0,0,14,0,-14
1876,0,0,56,0,-56
1877,1,1,1790,2300,510
1878,0,0,48,0,-48
1879,0,0,51,0,-51
1880,1,1,645,1715,1070
1881,0,0,20,0,-20
1882,1,0,18,0,-18
1883,1,1,1194,1208,14
1884,1,0,18,0,-18
1885,1,0,20,0,-20
1886,1,1,206,1293,1087
1887,0,0,69,0,-69
1888,0,0,88,0,-88
1889,1,1,688,1341,653
1890,0,0,131,0,-131
1891,0,0,13,0,-13
1892,0,0,118,0,-118
1893,1,1,517,1582,1065
1894,0,0,8,0,-8
1895,0,0,96,0,-96
1896,0,0,78,0,-78
1897,1,0,91,0,-91
1898,0,0,0,0,0
1899,1,0,42,0,-42
1900,0,0,48,0,-48
1901,1,1,84,1580,1496
1902,1,1,102,2109,2007
1903,0,0,4,0,-4
1904,0,0,25,0,-25
1905,1,0,21,0,-21
1906,1,1,782,1996,1214
1907,1,0,72,0,-72
1908,0,0,52,0,-52
1909,0,0,47,0,-47
1910,1,1,248,1621,1373
1911,1,1,264,1251,987
1912,1,1,1559,1416,-143
1913,1,1,97,1210,1113
1914,0,0,46,0,-46
1915,1,1,243,2174,1931
1916,0,0,70,0,-70
1917,1,0,54,0,-54
1918,1,1,584,1648,1064
1919,1,1,379,1578,1199
1920,1,1,99,1560,1461
1921,1,1,720,1267,547
1922,1,0,23,0,-23
1923,1,0,17,0,-17
1924,1,0,1,0,-1
1925,1,1,684,1271,587
1926,1,0,91,0,-91
1927,1,1,688,1200,512
1928,0,0,51,0,-51
1929,1,0,17,0,-17
1930,1,1,2268,1216,-1052
1931,0,0,19,0,-19
1932,0,0,74,0,-74
1933,1,1,444,1359,915
1934,1,1,517,4522,4005
1935,0,0,29,0,-29
1936,1,0,104,0,-104
1937,1,0,26,0,-26
1938,1,0,20,0,-20
1939,1,0,5,0,-5
1940,1,1,283,1306,1023
1941,1,1,929,1954,1025
1942,0,0,19,0,-19
1943,0,0,95,0,-95
1944,1,1,111,1402,1291
1945,1,1,327,1511,1184
1946,0,0,45,0,-45
1947,0,0,148,0,-148
1948,0,0,5,0,-5
1949,1,1,195,2233,2038
1950,0,0,80,0,-80
1951,1,0,12,0,-12
1952,0,0,4,0,-4
1953,0,0,0,0,0
1954,1,1,847,1436,589
1955,0,0,108,0,-108
1956,1,1,452,1259,807
1957,1,0,1,0,-1
1958,1,0,14,0,-14
1959,1,1,393,1220,827
1960,0,0,28,0,-28
1961,1,1,637,1693,1056
1962,0,0,178,0,-178
1963,1,1,64,1344,1280
1964,0,0,84,0,-84
1965,1,0,21,0,-21
1966,1,1,279,1497,1218
1967,0,0,27,0,-27
1968,1,1,2287,1249,-1038
1969,1,0,6,0,-6
1970,1,0,16,0,-16
1971,1,1,188,1592,1404
1972,1,1,452,1460,1008
1973,1,0,54,0,-54
1974,1,0,0,0,0
1975,1,1,245,2646,2401
1976,1,1,547,1598,1051
1977,1,0,25,0,-25
1978,0,0,21,0,-21
1979,0,0,32,0,-32
1980,0,0,66,0,-66
1981,1,0,73,0,-73
1982,1,1,493,1702,1209
1983,0,0,33,0,-33
1984,0,0,56,0,-56
1985,1,0,10,0,-10
1986,1,1,79,1513,1434
1987,1,0,90,0,-90
1988,0,0,42,0,-42
1989,1,1,877,1319,442
1990,1,0,62,0,-62
1991,1,1,209,1972,1763
1992,1,1,1681,1203,-478
1993,1,1,160,1349,1189
1994,0,0,142,0,-142
1995,0,0,22,0,-22
1996,0,0,134,0,-134
1997,1,0,45,0,-45
1998,1,1,563,1270,707
1999,0,0,15,0,-15
2000,0,0,1,0,-1
2001,0,0,3,0,-3
2002,0,0,16,0,-16
2003,0,0,23,0,-23
2004,1,0,90,0,-90
2005,1,1,946,1585,639
2006,1,0,18,0,-18
2007,1,1,355,1631,1276
2008,0,0,31,0,-31
2009,0,0,13,0,-13
2010,1,1,1349,1363,14
2011,1,0,335,0,-335
2012,1,0,40,0,-40
2013,1,1,889,1790,901
2014,0,0,83,0,-83
2015,0,0,88,0,-88
2016,0,0,73,0,-73
2017,0,0,38,0,-38
2018,1,0,9,0,-9
2019,1,1,779,1737,958
2020,1,0,50,0,-50
2021,0,0,31,0,-31
2022,0,0,178,0,-178
2023,0,0,105,0,-105
2024,1,0,128,0,-128
2025,1,1,299,2015,1716
2026,1,1,127,1402,1275
2027,0,0,34,0,-34
2028,1,0,30,0,-30
